From	To
Q9UKW4	hsa:10451
O43395	hsa:9129
Q07820	hsa:4170
O43502	hsa:5889
P04150	hsa:2908
Q92786	hsa:5629
P62310	hsa:27258
O60683	hsa:5192
O15116	hsa:27257
Q13868	hsa:23404
Q07817	hsa:598
Q99909	hsa:10214
Q9UJW3	hsa:29947
Q8TAK5	hsa:126626
Q13415	hsa:4998
P24941	hsa:1017
Q92572	hsa:1176
P45983	hsa:5599
O43542	hsa:7517
P37231	hsa:5468
P07196	hsa:4747
Q9BQ52	hsa:60528
P62979	hsa:6233
Q14209	hsa:1870
P19793	hsa:6256
Q9Y2L1	hsa:22894
P62312	hsa:11157
Q9UBF6	hsa:9616
Q9Y6Q1	hsa:827
Q9Y2D8	hsa:117178
Q9H2B2	hsa:6860
Q16763	hsa:27338
Q06330	hsa:3516
P01236	hsa:5617
Q9NX02	hsa:55655
Q06265	hsa:5393
O95819	hsa:9448
P62937	hsa:5478
P00973	hsa:4938
P63244	hsa:10399
Q7L590	hsa:55388
P51149	hsa:7879
Q99547	hsa:10200
Q6P2Q9	hsa:10594
Q9BUZ4	hsa:9618
P31949	hsa:6282
Q92968	hsa:5194
P36897	hsa:7046
P42229	hsa:6776
P21246	hsa:5764
O60663	hsa:4010
Q9Y3M2	hsa:25776
O15360	hsa:2175
P28328	hsa:5828
P11802	hsa:1019
O75558	hsa:8676
O94906	hsa:24148
Q9UBY5	hsa:23566
Q8TDR0	hsa:26146
Q86T24	hsa:10009
Q96EV8	hsa:84062
P49069	hsa:819
P78364	hsa:1911
Q00597	hsa:2176
P50570	hsa:1785
P24385	hsa:595
O00463	hsa:7188
Q00526	hsa:1018
Q9Y3B2	hsa:51013
P52735	hsa:7410
P62987	hsa:7311
Q92769	hsa:3066
Q07955	hsa:6426
P11473	hsa:7421
Q16384	hsa:6756
P10828	hsa:7068
P51449	hsa:6097
Q96QF0	hsa:117177
O15492	hsa:6004
Q7Z6M1	hsa:10244
P51693	hsa:333
Q92558	hsa:8936
O14776	hsa:10915
P14136	hsa:2670
Q9UK45	hsa:51690
Q8TAE8	hsa:90480
Q92633	hsa:1902
P78347	hsa:2969
O60936	hsa:8996
O43172	hsa:9128
Q15276	hsa:9135
P63279	hsa:7329
Q00987	hsa:4193
Q9Y5Y5	hsa:9409
Q9UBB5	hsa:8932
P48729	hsa:1452
O15169	hsa:8312
Q7LDG7	hsa:10235
P02545	hsa:4000
O43543	hsa:7516
P49674	hsa:102800317
P49674	hsa:1454
Q13642	hsa:2273
Q9UJ41	hsa:27342
Q15024	hsa:23016
P55854	hsa:6612
Q13976	hsa:5592
P84103	hsa:6428
P83876	hsa:10907
P04792	hsa:3315
P42285	hsa:23517
Q9NQT5	hsa:51010
P43351	hsa:5893
P63167	hsa:8655
Q13347	hsa:8668
P02765	hsa:197
P53667	hsa:3984
A6NIX2	hsa:126374
Q9UBD5	hsa:23595
P56589	hsa:8504
O75643	hsa:23020
P35240	hsa:4771
Q9BUQ8	hsa:9416
Q15404	hsa:6251
Q15583	hsa:7050
Q5VSY0	hsa:80318
Q9H213	hsa:28986
O75771	hsa:5892
Q92698	hsa:8438
Q01130	hsa:6427
P35348	hsa:148
Q07812	hsa:581
P51452	hsa:1845
P42224	hsa:6772
O95777	hsa:51691
Q08211	hsa:1660
P0CG48	hsa:7316
P05412	hsa:3725
P08069	hsa:3480
P04049	hsa:5894
O75496	hsa:51053
Q9Y4K3	hsa:7189
Q01081	hsa:102724594
Q01081	hsa:7307
P07384	hsa:823
P10827	hsa:7067
Q08499	hsa:5144
P42226	hsa:6778
Q9UIS9	hsa:4152
Q13547	hsa:3065
O60224	hsa:548313
O60224	hsa:6759
Q9BQY9	hsa:55861
P26368	hsa:11338
Q02040	hsa:8227
Q8WWY3	hsa:26121
Q7L311	hsa:9823
Q14192	hsa:2274
Q8N2W9	hsa:51588
O00206	hsa:7099
Q9Y4Z0	hsa:25804
Q5T3J3	hsa:55791
O14733	hsa:5609
Q14565	hsa:11144
Q92990	hsa:11146
Q14186	hsa:7027
P46108	hsa:1398
O75190	hsa:10049
Q9Y6F6	hsa:10335
Q99708	hsa:5932
