P02407,P38157
P07280,P38073
Q12266,Q12166
P47169,Q04623
P05737,Q05549
Q6Q5H1,P0C5N3
Q6Q5H1,P47007
Q03786,Q3E785
Q12485,Q03772
P29453,Q3E705
Q12392,P39933
P05744,P39525
P0CX24,P40470
P36086,P40168
P0CX42,P53208
P0CX23,P36141
P0CX49,Q6Q560
Q04235,P39724
P0CX48,P40571
P05756,P53123
P0CX47,Q9ZZX0
P0CX82,P36106
Q03856,P14905
P05756,Q12036
P36059,Q03772
P0CX53,P43589
P05740,P53920
P23248,P15801
P07281,Q03429
P0C2J4,P33416
P38711,P34231
P0CX67,P0CY06
Q12173,P40985
P40017,Q99359
P40558,P41696
Q08745,P39726
P05740,Q04623
P0CX66,P39529
P24521,P33416
P36156,P53911
P05740,P33416
P0CX44,Q03631
P23248,P26370
P0CX72,P09950
P0CX52,Q12166
P0CX49,P48564
P40017,P53304
P05737,P0CY08
Q12690,Q05937
P0C2I8,Q3E705
P07280,Q12286
P51401,P0CY11
Q08925,P34231
Q02326,P41696
P51401,P53688
P0CX83,Q12166
P0CX29,P40053
P0CX30,P53304
P40558,P49095
P26784,P40962
Q3E841,P22438
P02406,P38116
P0CX50,Q04545
Q12293,Q08957
Q12314,Q04623
P0CX40,P53051
Q12672,P39525
P0CX59,P38157
P0CT04,Q05549
Q12441,P03878
P0CX83,P0CY11
P0CX34,P32338
P0CX67,P0C074
Q08745,P38746
P0CX61,Q3E705
Q08634,P09950
P36059,P38071
P40017,P52893
P0CW40,P11325
Q12439,Q06109
Q12387,Q12393
P0CX70,P03879
P0CX32,P47988
P17649,P38071
P05749,Q04728
Q02326,Q12393
P0CX85,Q06109
Q08969,P40053
P38711,Q3E705
P38625,P0CY09
Q12690,Q12481
Q03496,Q12204
P0CX45,Q03796
P0CX32,P15801
P0CX58,Q3E793
P56628,P14905
P0CX85,P39959
O74302,Q12286
P23248,P53035
Q12217,P03879
Q12008,P38830
Q12085,P39684
Q12672,Q04623
P53200,Q9ZZX0
Q01855,P49367
P0CF22,P0CY11
P07281,P0CY08
P14127,Q12481
P36059,P40994
P0CX28,Q03796
Q02753,P09368
P87262,P53946
P0CX60,Q6Q560
P48570,P53170
P0CX62,P32860
Q12676,P14905
P0CX55,P09950
P0CX73,P53688
P0CX69,Q12286
P02407,P48564
Q01855,P53075
P0CX58,P40053
P0CX54,Q2V2Q1
P0CX83,P53972
P0CX75,P03882
P34222,P0C5N3
P0CX41,P03878
Q12173,P48564
P0C0V8,P53946
P53200,P47988
P05748,P38071
Q12008,Q03631
P0C0V8,P0CY06
Q3E841,P38746
P41056,P03881
Q12314,P52893
Q92392,P33417
P0C2J4,P53075
P04449,Q03796
P0CX23,P53208
P29453,Q12093
Q02753,Q12167
P38835,P49095
P0CX28,P49367
P05749,P53734
P0CX82,P26370
Q3E792,Q99359
P0CX34,P53734
P40031,P33416
P37293,P34231
Q12266,P48561
Q12470,P32617
P0CF22,P53889
P0CX23,Q04781
P24521,P38746
Q08971,P36141
P0CX75,Q12393
P0CX84,P42950
P0C2J4,P25039
Q12173,Q07845
Q05584,P48015
Q02753,P47007
P0CX27,P49095
P0CX58,P03879
P0CX50,P53889
P48589,Q3E793
P0CX32,P03881
P0CX55,P32617
P05745,Q05473
Q05584,O13585
P25383,Q05549
P0CX27,P0CY09
Q3E792,P53946
P02407,Q12393
P0CX54,Q05473
P36156,Q12393
P0CX76,Q3E705
Q12173,P16965
P05756,P0C5N3
Q12213,A0A023PZB3
P0CX23,P09932
P0CX85,P38128
P0CX40,P33417
P36138,P47007
P36138,Q12093
P25383,P0CY08
P0CX67,Q12093
Q3E792,P53972
P07281,P03878
P07280,Q08957
P54114,A0A023PZB3
Q03483,P36141
P0CX55,Q06244
P0CX62,P40470
P0CX26,P14905
Q12690,P53920
Q12690,P38116
Q05924,Q04623
Q12008,P40535
P05737,P53946
P37293,Q8TGM6
Q3E754,Q05937
P0CX50,P39529
P0CX69,P03878
P0CX62,Q04623
P05748,Q12204
P38711,Q06596
P0C2H7,Q06109
Q12217,Q8TGM6
P0CX75,Q3E785
Q12266,P39726
P0CX44,Q06595
P0CX47,Q05549
Q03786,P25372
P0CX60,P38289
P0CX72,P36106
Q12441,P09950
P0CX41,P39724
Q12470,P41696
Q12672,Q08747
P14127,Q12286
P0CX31,P0CY11
P48445,P38116
P46784,Q03772
P48589,P25372
P0CX43,Q05473
P0CX73,P39525
P0CX84,P48561
P38625,P53889
P0CX50,P49367
Q04215,P43589
P51401,P53972
P0CX35,Q08422
P35997,P38116
P0CX36,P53170
P0CX34,Q03429
Q6Q5H1,Q99359
P38711,P26370
P36138,P15801
Q05584,P03881
Q04489,P14905
Q04489,P38071
P0CX27,P32860
P0CX24,P26370
P0CX48,P0CY09
P47177,P53051
P53200,P36052
Q12085,P53075
Q3E7Y3,P03881
P38711,P39726
P0CX44,P48015
P0CX33,P36001
Q02648,P38746
P05749,Q02981
P0CX72,P15801
P38711,P41696
P0CX34,Q3E785
P0CX57,P32860
P0CX32,P03882
P0CX27,Q04728
Q05926,P52893
P0CX25,Q03429
P02406,P32451
P0CX33,Q6Q560
P14127,P52893
Q12213,P48564
P0CX40,Q04728
Q12441,P0CY08
P0CX70,P43589
Q02753,P53338
P37262,P39724
O74302,Q12504
Q12221,P03879
Q6Q5H1,P33416
P0CX84,Q12393
Q6Q5H1,P15801
P40893,Q04728
P0C0V8,P53734
P05744,Q12204
Q12751,P22438
P36156,Q03631
P0CX36,P0CE41
P0CX39,Q05473
Q12392,P11325
P23643,P15801
P05747,P53208
P19211,Q04728
P0CX34,P03876
Q01662,P48564
P0CX82,P53972
P0CX44,Q9URQ5
P0CX29,P0CY13
P0CX49,P25372
P40017,Q12286
P29453,P47007
P47163,P39724
Q07653,P53170
Q08634,P03879
P0CX69,P22516
P56628,P39529
P36059,P53304
P14743,P38289
P14127,Q03631
P07280,P0CY08
P26785,P16965
Q08225,P49367
P0CX67,P0CY13
Q02733,P40994
P36156,P52893
P0CX83,Q03429
P0CX39,P48561
Q07653,P03881
Q04925,P09368
P47771,P38222
Q03786,P0C5N3
P0CX71,P54785
P0CX66,P40168
P0C2J4,P0CY09
P17649,P53208
P0C2J4,P39684
P35997,P0CE41
P38625,P25372
P0C2I4,Q06469
P47163,P39726
P87262,P49367
P47177,P36141
P0CX29,P48564
P05740,P03878
P0CX45,Q08957
P0C2H7,P53170
Q05926,P39724
P17649,P53051
Q12266,P16965
Q02753,P53972
Q3E769,P49095
P0CX26,Q3E793
P0CX82,Q3E785
P0CX84,Q3E705
Q12672,Q3E747
P0CX59,P38128
P0CX71,P26370
Q02648,P11325
P56628,P39933
P0CX30,P32860
Q03786,P38071
Q12441,Q12167
P36059,P22516
Q12392,P32338
P17649,P48564
Q06817,Q06244
P0C0V8,P53035
Q04235,P25038
P0CX85,P47988
P0CX52,Q02981
O74302,P53035
P0CX65,P0CY06
P0CX31,P32860
Q12293,P38116
Q06504,P38289
P40893,P03876
P0CX51,Q06109
P0CX66,P38073
P04449,P54785
P08432,Q8TGM6
P0CX55,P09368
Q12441,P33416
P0CF22,Q12132
Q05924,Q12204
P0C2H6,Q06596
P05747,P0CY07
P36156,P39529
P0CX58,Q05937
P32643,Q3E793
Q3E7A7,P0C5N3
P56628,Q03631
P51401,Q03833
P0CX71,P0C5N3
P02407,P25038
P0CX76,P39724
P0CX41,P01098
P0CX67,P53035
P0CX43,P39525
Q04706,P40985
Q03483,Q3E785
P0CX65,P09950
P54114,Q9URQ5
P0CX48,Q3E747
P05740,O13585
P40893,P38289
Q04215,P42950
P36086,P09950
Q3E792,P33416
P26784,P11325
P0CX73,P11325
P05740,P11325
P0CX85,Q3E793
P46969,Q03429
P0C2H7,P53438
Q03483,P03882
P0C2J4,Q05937
P0CX31,Q03362
Q06817,Q03362
P38625,P39525
Q08634,P53304
P29453,P40535
P23643,P36052
P23248,Q3E747
P0CX24,P48564
Q3E7A7,P38746
P0C2H7,Q07845
P0C0V8,P38157
P0CX85,P39933
P38835,P25039
P0CX51,P53208
P00498,Q06596
P36156,P0CY11
P0C2H6,P22516
Q06836,Q03429
P47177,P36001
P47177,P39726
Q12439,Q9URQ5
Q3E792,P16965
P02407,P09950
Q06817,P39726
P0CX33,P03882
Q6Q5H1,Q03796
P0CX53,P38289
P0CX55,Q05473
P0CX41,P53051
Q12672,P39529
P07280,P53438
Q02326,P40571
P0CX35,Q03833
Q08745,P47007
Q03786,Q12204
Q08969,P53170
P0CX84,P53734
P0CX34,P40571
Q12672,Q02981
P40558,P33417
P0CX45,P49095
P0CX72,P53338
P0CX39,P53734
Q12314,P16965
P14127,P16965
P0CX59,P38222
Q06698,P09368
P0CX72,P53170
P0CX32,P22516
P29453,P53438
Q08925,P53051
P0CX52,P38222
P0CX62,P40571
P0CX67,P38289
P0CX76,P36141
P23643,P40099
P17649,P38116
P15496,P38289
P36138,P01098
P17649,P40470
P04449,P53075
P36059,Q05549
P0CX49,P52893
Q04925,P49367
Q3E754,Q06596
P0CX42,P25038
P0C2H6,P40099
P05744,P53123
Q12314,A0A023PZB3
P04449,Q6Q560
P0CX60,Q07845
P0CX33,P53035
P87262,Q99359
P05747,P33417
Q12173,P47006
P47177,P0C5N3
P0CX40,Q12286
P46990,P53911
Q12485,P01098
P0CX83,P53304
P05744,Q3E785
P54114,Q04781
P0CX65,Q06244
P46654,P38157
P0CX52,P39724
P14743,Q12166
Q12439,Q2V2Q1
P0CX53,P39529
P05747,P53051
P0C2I4,P40571
P0CX27,P48564
P05747,Q03214
P29453,P39529
P0CX42,P39726
O74302,P03882
Q04215,P53438
P07280,P38746
O74302,P43589
P0CX76,P40535
P0CX83,Q08957
Q12751,P53170
Q03856,Q08747
P0C2H7,P40994
Q06836,Q12166
P38711,Q3E793
P50109,P39724
P08432,P46955
P0CX57,Q06469
Q01855,Q12166
P40893,P03878
Q03786,Q12166
Q12441,Q03772
P0CX44,P53338
P38625,Q3E747
P34222,P49367
P04449,P53208
Q12008,Q06595
Q12470,P38116
P05756,P09368
Q3E754,Q12167
P41056,P36001
P48445,Q03429
P0CX25,P22438
P0CX45,P40053
Q12266,P38222
Q06134,P47007
P0CX44,P52893
P0CX27,P53123
P0C2I8,Q12481
P07281,Q05937
P41056,P40535
P0CX23,P36001
P0CX56,P09368
Q3E792,Q03214
P46969,P34231
P24521,Q04728
Q08634,P03876
Q04215,P0CY06
Q12085,P16965
P54114,P39525
Q12173,Q3E793
P07280,Q06596
P0CX23,Q2V2Q1
P36059,P47988
P38625,Q12393
P0CX65,Q12286
P0CX75,P53187
P0CX59,Q8TGM6
P46654,Q99359
P05745,P36141
P0C2H6,P53051
P0CX62,Q06596
Q06134,Q06109
P40558,Q04781
Q04925,P48564
Q12439,P47988
Q06504,P40053
P0CX32,P40053
Q12690,Q3E705
P47177,P22438
Q6Q5H1,P53946
P37262,P36106
P0CX29,P40571
P35997,Q06244
P0CX75,Q06109
Q12441,P53946
Q03002,P16965
P0CX51,P38222
Q06836,P49367
Q02326,P14905
P46654,P22438
Q12690,Q03796
P38625,P49367
P48589,Q6Q560
P26785,P03881
P26785,P38116
P48589,P47007
Q03786,P11325
Q12690,Q12393
P0CX27,P39724
P36138,P53734
P0CX69,P40168
P0CX52,P49367
P50109,Q12393
Q3E769,P49367
P0CX51,Q04924
P0CX51,P32451
P29453,P03882
Q08971,P25372
Q08969,P49367
P05745,P53338
P37293,Q12036
Q06698,P40168
Q12314,P15801
Q12085,Q04924
P0CX36,O13585
Q12690,P16965
P0CX40,Q08747
Q08971,P14905
P0CX60,P46955
Q07799,P25039
P0CX69,P53920
Q92392,P22438
P17649,P52893
P0CX74,O13585
P40031,P03881
P07277,P53075
P36086,P16965
P0CX34,Q04116
P05745,P40168
P05745,Q07845
P48445,P52893
P0CX69,P53075
Q07653,P03882
Q03483,P53889
Q05584,P47007
P0C2H6,P47006
P47169,P40168
P0C2H6,P53889
P0CX47,P53187
P36138,P38222
Q03002,P09950
P32643,P39724
P0CX25,Q06244
Q02733,P32451
P0C2I4,P36001
Q01662,P53075
P0CX71,Q2V2Q1
P0CX74,Q07845
P48589,O13585
P51401,Q05937
P0CX53,Q12481
Q03856,Q03833
P0CX65,Q03214
P0CX73,P03876
Q12470,P53338
P0C2J4,Q06595
P08432,Q3E785
Q04706,P38222
P0CX46,P03879
P0CX41,P09368
P0CX25,P03876
P0CX66,P38157
Q08971,P33416
P0CX76,P39959
Q12676,Q04924
P05748,P09368
P0C2H6,P38071
Q12221,P09950
P40558,P53920
Q12672,P53946
P37262,P0C5N3
P46654,P53035
P26784,Q08747
Q12391,P0CY06
P0CX53,P09368
P0CX30,Q03362
P0CX85,P53187
P15496,Q04623
P0CX83,P33416
Q12690,A0A023PZB3
P35997,P40985
P0CX72,Q02981
Q08971,Q12204
Q12266,Q03631
Q3E754,Q12481
P0C2I8,P34231
Q04706,P39529
P37262,Q03429
Q12391,P53338
P34222,P01098
Q12293,P47006
P0CX27,Q03362
P35997,Q3E785
Q12439,Q8TGM6
P0CX67,Q8TGM6
P0CX61,P25038
P14127,Q03833
Q08634,P53208
P05745,Q8TGM6
P02406,P03882
Q6Q5H1,P53920
P07281,P40571
Q12314,Q04728
P0CX23,Q04728
P0CX50,P53688
P05747,Q3E705
Q03002,P48015
P0CX40,Q06595
P05747,P53338
P36138,P54785
P0CX54,P36106
P0CX46,P53170
P0CX67,P48561
P0CX33,P38830
P0CX65,P53920
P0CX44,Q04728
Q02648,Q04728
P0CX25,Q6Q560
P0CT04,Q9ZZX0
P51401,P09932
P0CX66,P38746
P47163,P53123
P36086,Q03362
P05756,P38746
P26784,P16965
Q12314,Q3E793
Q08954,P39724
Q06134,P36001
P56628,P0C074
P0CX40,P48564
P0CX30,Q3E785
Q03483,P38128
Q12485,P53123
P0CX66,P33417
O74302,P38830
Q03496,Q03429
Q02733,P48564
P56628,P53920
Q12217,P0CY08
P54114,Q12204
P46784,P32617
Q3E769,P03879
P0CX85,P53035
P29453,Q08747
P02406,P53051
P40558,Q12393
P24521,P03879
Q12392,Q12393
P0CX57,P40470
P40558,P03879
P05747,P48561
P07281,A0A023PZB3
Q12676,P32451
P46990,Q06469
P07280,P40535
Q12173,Q06595
P0CX71,P32338
P0CX34,P36052
Q01662,Q3E785
Q02326,P52893
Q92392,P40168
P0CX55,P42950
P0CX70,Q03429
Q02326,P39724
Q12387,P22438
Q3E841,A0A023PZB3
P0CX65,P39726
P0CX39,P41696
P46990,P53123
Q12173,P53208
O74302,P48561
P0CX47,P53338
Q02326,Q07845
P0CX48,P03879
P0CX74,Q02981
P0CX23,P53170
P0CX39,P40571
Q08745,Q05473
Q08954,P53075
P37262,P40099
Q12266,Q12286
P14127,P49367
Q03483,P34231
P41056,P39724
Q04215,P32860
P47163,Q06109
P0C2H6,P40470
P04449,Q12504
P07280,P0C074
P0CX45,O13585
P36156,P0C5N3
Q04215,P46955
Q12751,Q12204
P0C0V8,Q12167
P05744,P09368
P0CX85,P40985
Q08954,Q12036
P0CX25,P49367
P05737,P33416
P0CX58,Q3E705
P15496,P36052
Q92392,P48564
P46654,P53972
P0C0V8,P39933
P0CX45,Q04728
P0CX69,P39726
P0CX44,P09932
P0CX76,P40962
P36086,Q12167
P40031,P39724
Q03856,P22516
P0CX67,P53075
Q3E769,P53208
P0CX27,P03879
P0C2I8,P25372
Q12314,P0C5N3
P0C2J4,P40962
P05744,P40994
P0CX59,P39933
O74302,P42950
P23248,P03881
P38835,P47007
P0CX74,P33416
P46784,P48561
Q08225,P32451
P41056,P47988
P36156,P53123
Q08689,Q12166
P26784,P36001
P0C0V8,O13585
P19211,Q12093
P08432,Q12166
P0C2I8,P40571
Q12213,P49367
P0CX62,P33416
Q07653,Q12204
P0CX57,Q99359
P0C2I8,P39529
P0CX72,P53304
P0CX60,Q12286
Q03496,P03879
P53200,Q04545
P0CX54,P47988
P38625,Q9ZZX0
P0CX40,A0A023PZB3
Q6Q5H1,P0CY11
P0CX23,P53438
P0CX85,P03876
P46969,P38071
Q6Q5H1,P38116
P56628,Q8TGM6
P0CX54,Q99359
Q12470,P0CY07
Q12392,P53889
Q12173,Q04924
Q12485,Q9ZZX0
P23248,Q03772
P23643,P47007
P0CX35,P43589
P15496,Q04924
Q12391,P38073
P0C2I8,P40535
P40017,P40535
Q12173,P14905
P0C2I4,Q8TGM6
Q06134,Q12093
P0CX25,P40168
P51401,Q2V2Q1
Q12221,Q12286
Q07653,Q9ZZX0
Q12676,Q9ZZX0
P05747,P47006
P38711,P38289
Q12392,P25038
P0CX33,Q3E747
P0CX72,P0CY09
Q12293,P43589
P04449,Q99359
P47169,Q12204
P50109,P40994
P0CX59,P40985
Q12392,Q03214
Q03856,P36001
P0CX40,P53075
P0CT04,Q08747
P0CX50,P42950
Q3E841,Q04728
P26784,P0CY13
P0CX55,P38830
Q12485,P34231
Q01662,Q12167
P0CX23,Q04924
P0CX29,P25038
Q03483,P47988
P47177,P01098
P0CX47,Q06469
Q12676,P25039
Q12008,P38073
Q02753,O13585
P0CX42,P33416
P0CX56,P39684
P0CX67,Q12036
P0CX74,P40962
Q12085,P03878
P32643,P03882
Q08225,P40994
P0CX73,A0A023PZB3
P0CX73,Q6Q560
P53200,P49367
Q12008,P38128
P0CX67,P32451
P0C2J4,P53170
P0CX58,P41696
P0CX82,Q05937
P36156,Q03362
P46990,P53304
P0CX62,P22516
P47163,P52893
P0CX40,P42950
Q12485,P09368
P0CX74,P39525
Q3E754,P38830
P29453,P39933
Q12392,P48015
P0CX29,Q06596
Q92392,P40571
P0CX84,P54785
Q12008,Q2V2Q1
Q12751,Q12036
Q04235,O13585
P0CX39,Q05549
P53200,P53438
P34220,P53889
P0C0V8,Q06469
P47169,P33416
P05745,Q3E705
P36059,P0C074
Q12391,P46955
O74302,Q03833
P47163,P47007
P0CX85,P40994
P0CX44,P53946
Q08634,Q8TGM6
P41056,P39726
P05756,P03879
P25383,P38116
P0C2H7,P16965
P0CX54,Q03214
Q05924,P09950
P0CX44,Q04116
P0CX75,P39525
P34220,P52893
P05756,Q06244
P54114,P40535
Q06817,P25039
P54114,P33416
P0CX45,P53734
P46654,P53920
Q03483,P53051
Q04706,P09368
Q08969,P46955
Q12751,Q9ZZX0
P40893,P11325
Q06698,P53170
P0C0V8,P43589
Q12000,P14905
P23248,P03878
Q03483,Q07845
Q05584,P38289
P26784,Q12093
P32643,Q3E785
Q6Q5H1,P38071
P29453,Q2V2Q1
P0CX61,Q06469
P23248,P49095
Q12441,P32860
P54114,Q8TGM6
Q12485,P0CY09
P48589,Q06109
Q3E769,P53123
P0C0V8,Q3E705
Q02648,P40994
P0CX29,Q12481
P0C2J4,P39959
P0CX31,Q6Q560
P07281,P53187
P0CX36,P15801
P05745,Q12036
P0CX28,P40571
Q08225,Q04623
Q06134,P22438
P25383,P15801
Q05924,P53051
P0CX32,P49095
P0CX51,P53920
P0CX60,P38222
Q03496,Q06244
P38711,Q06109
P0CX69,P11325
P02407,P53946
P0C0V8,P0CY11
P0CX55,P52893
Q06698,Q12093
P0CX59,Q03796
Q07799,P53208
P0CX35,P48564
P0CX26,P0CE41
P0CX24,P22438
P36138,P32860
P46784,P53338
P0CX45,P53187
P05740,P32617
P0CF22,P53035
Q04706,P22438
P0CX75,A0A023PZB3
P0CX69,P36052
Q12439,P39724
P0CX26,P43589
Q12221,Q04623
P0CX42,Q12166
P0CX24,P15801
Q12439,P01098
Q12439,P53123
P47163,Q02981
P0C2I8,P53734
P0C2J4,P47007
Q07799,Q12036
P0CX48,P34231
P0CX71,P40099
P26784,Q12167
Q06134,P39724
P48589,P40994
P00498,P03879
P54780,P03876
P02406,Q12393
P02407,Q02981
Q12439,Q99359
P0CX73,P0CY07
P0CX82,P03876
P53200,P39933
Q02326,P38830
P0C2I4,P40099
P29453,Q99359
P05749,P01098
P23248,P53438
Q3E754,P54785
P05745,P36106
P54780,P25039
P46969,Q03362
Q12085,Q04116
P0C2I8,P36052
P0C0V8,P52893
P47169,P11325
P0CX66,Q06469
P0CX53,P0CY07
Q06836,Q03362
P0CX35,Q03631
P0C0V8,P53911
Q12676,P01098
Q6Q5H1,P36001
P37262,P39933
Q08745,P03876
P05737,P46955
P46784,Q03429
P0C2I8,P36106
P0CF22,P39959
P56628,P26370
P40893,P36001
Q04215,P41696
P46969,P38746
P0CX74,P09932
P0CX39,Q08957
P0CF22,Q06595
Q06504,P53304
Q12213,P0CY07
Q12690,Q12167
Q12000,P39724
P0CX51,P42950
P29453,P16965
P40017,P32338
P32047,P01098
P08432,P09950
P0CX45,P40099
P34222,P09368
P04449,Q04116
P15496,P52893
Q12266,P40985
P00498,P46955
P0CX73,P32451
P0CX57,Q03631
P47163,Q05473
Q12391,P0C5N3
Q08971,P48015
P0C2J4,Q3E785
P0CX57,P48015
P32643,P39525
Q04215,P48561
P0CX56,P14905
P0CX74,P0C5N3
P40017,Q03214
Q06817,P32451
P0CX75,Q05937
P0CX71,P38116
P0CX41,P40994
P0CX60,O13585
P0CX28,P39959
Q02753,Q06596
Q12217,P40470
P0CX83,P40053
P02406,P53208
P0CX72,P48015
O74302,P39933
Q92392,Q04545
Q08925,P49367
P0CX50,Q03362
P0CX82,Q06469
P53200,P38289
Q06836,P38746
P04449,Q04781
P23643,P25038
Q12008,P53889
P0CX42,Q03429
P04449,P40470
P0C2J4,Q03796
Q3E792,Q03796
Q3E792,Q04728
Q12485,P03879
Q12173,P39684
O74302,P39525
Q92392,P53075
Q03483,P32451
P0CX34,P40535
P0CX71,Q04728
P0CX57,P53187
Q12293,P32860
P0CX76,P0CY11
Q04489,Q12036
Q03496,P53075
P0CX62,P53304
Q06836,P39525
P0CX56,Q12286
P0CX36,P38746
P51401,P53946
P0C2I4,P0CY08
P0CX24,A0A023PZB3
Q92392,Q08747
P47169,P25039
P0CX74,P39933
P53200,P40168
P05747,Q3E747
P0CX34,Q07845
P48589,P34231
Q12690,P39724
Q12314,P09950
P17649,P03879
P0CX51,P40962
P17649,Q05549
P36138,P38157
P26784,Q12504
Q12085,P53170
Q12690,Q06595
Q3E754,Q3E785
P17649,P22438
P0CX58,P33416
P0CX76,Q03429
P0CX58,P38157
P0CX71,Q08422
Q08925,Q06109
P38625,P38289
P0CX59,P53688
P47771,Q02981
P0CX53,P03881
P04449,P47007
Q04489,P36052
P0CX65,Q07845
P0CX25,Q04924
P0CX39,Q12166
P37262,P33417
P23248,Q12204
P0CX45,P03881
P47177,Q06244
P07281,Q3E705
P08432,P15801
Q02733,A0A023PZB3
P0C2J4,Q6Q560
P08432,P38289
P0CX44,Q08422
Q08954,P01098
Q05924,Q3E793
Q04925,P33416
Q12314,Q03362
P07281,P32451
Q05924,P36052
P14743,P53889
Q02326,P40053
P53200,Q12132
P0C0V8,Q02981
Q12672,P38073
Q3E769,Q03429
P0CX73,P40985
Q03496,Q04924
P0CX43,P14905
P07281,P03882
P41056,P34231
P0CX35,P53911
P0CX69,P0CY11
Q04925,P03881
Q03856,P53187
P47771,Q12167
Q12293,P54785
P25383,P53035
P0CX40,Q04924
P0CX51,P0CY07
P0CX39,Q04545
P0CX48,P38116
P0CX33,P43589
P35997,Q04545
P25383,P38157
P0CX34,Q03631
P0CX76,Q05473
Q12387,Q05473
P0CX60,P53208
P0CX44,P16965
P0CX62,P53946
P37262,P53438
P47177,P03881
P48445,Q12093
P0CX52,P42950
Q04706,P0CY09
P0CX24,P47007
Q08689,P25372
P38711,Q12204
P0CX76,P47007
Q12387,Q12204
Q08748,P53123
Q92392,P38071
Q06817,P49367
Q12173,P01098
P0CX72,P32860
Q12217,P48564
P0CX62,Q12504
Q92392,P48561
Q12392,P36001
P07281,P15801
P0CX62,P53051
Q3E792,Q04545
Q12173,Q03772
P15496,P39724
Q02326,P16965
Q3E769,P09950
P40558,P32860
P0CT04,P16965
P46969,P11325
P0C2J4,P49095
P05737,P11325
P0CX67,Q08747
Q12221,P25372
Q12085,P47007
Q01662,Q02981
P07280,Q03833
P0CF22,Q12481
P19211,P39525
Q01766,P33416
P0CX26,P15801
Q04489,P53208
P05737,Q12093
P32643,P48564
P14127,P53911
Q08969,P22438
P48570,P0C5N3
P87262,Q03214
P0CX47,P39933
P38625,Q06596
Q04706,P33416
P0CX71,P39724
P0CX75,P41696
P34222,P36001
P23643,P53208
P05737,P09950
Q3E7A7,P09368
P46784,A0A023PZB3
P0CX51,Q2V2Q1
P0CX28,P38128
P0CX50,P53170
P54780,Q03429
Q02733,P48015
Q12293,O13585
